track_name,artist(s)_name,in_spotify_playlists,streams,in_apple_playlists,in_deezer_playlists,artist_count,released_year,released_month,released_day,in_spotify_charts,in_apple_charts,in_deezer_charts,in_shazam_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,speechiness_%,liveness_%,key,mode
'Till I Collapse,"Eminem, Nate Dogg",22923,1695712020,78,2515,2,2002,5,26,0,46,1,0,171,55,10,85,7,0,20,8,C#,Major
(It Goes Like) Nanana - Edit,Peggy Gou,2259,57876440,0,109,1,2023,6,15,59,0,17,0,130,67,96,88,12,19,4,8,G,Minor
10 Things I Hate About You,Leah Kate,1301,185550869,23,15,1,2022,3,23,0,1,0,0,154,54,45,79,1,0,5,17,G#,Major
10:35,"Tiï¿½ï¿½sto, Tate M",4942,325592432,190,147,2,2022,11,1,26,104,18,63,120,70,70,79,7,0,10,18,G#,Major
2 Be Loved (Am I Ready),Lizzo,3682,247689123,41,158,1,2022,7,14,6,0,2,68,156,72,92,77,9,0,11,8,G,Major
2055,Sleepy hallow,2226,624515457,29,44,1,2021,4,14,0,0,0,0,161,78,65,52,46,0,31,12,F#,Minor
212,"Mainstreet, Chefin",352,143139338,10,39,2,2022,1,15,0,0,0,0,154,79,86,52,66,0,7,9,D,Minor
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",620,54937991,17,3,2,2022,1,7,0,3,0,0,115,90,74,54,16,0,28,13,F,Minor
295,Sidhu Moose Wala,246,183273246,4,0,1,2021,5,15,4,106,0,7,90,68,54,76,21,0,20,11,B,Minor
505,Arctic Monkeys,13985,1217120710,30,588,1,2007,4,20,25,80,1,1,140,52,20,85,0,0,5,7,,Major
69,"Nicky Jam, Feid",1134,57945987,39,48,2,2023,5,18,22,14,2,3,93,79,58,62,11,0,23,11,G#,Major
A Holly Jolly Christmas - Single Version,Burl Ives,7930,395591396,108,73,1,1952,1,1,0,120,0,0,140,67,81,36,64,0,3,15,,Major
A Tale By Quincy,The Weeknd,733,41924466,0,2,1,2022,1,7,0,2,0,0,94,46,55,50,71,0,11,10,F,Minor
A Tu Merced,Bad Bunny,4214,685071800,21,40,1,2020,2,29,11,20,0,0,92,86,89,79,17,0,6,11,,Major
A Veces (feat. Feid),"Feid, Paulo Londra",573,73513683,2,7,2,2022,11,3,0,0,0,0,92,80,81,67,4,0,6,8,C#,Major
ALIEN SUPERSTAR,Beyoncï¿,2688,171788484,39,36,1,2022,7,29,0,47,0,0,122,55,46,64,0,0,10,17,A#,Minor
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",6556,528544703,93,67,3,2021,6,24,0,5,1,0,172,74,79,66,11,0,16,8,F#,Minor
AMARGURA,Karol G,1133,153372011,14,23,1,2023,2,24,39,71,10,176,107,92,55,70,18,0,7,15,F#,Minor
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",896,57089066,34,33,2,2023,5,19,0,2,0,1,126,78,20,70,1,0,4,16,C#,Major
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",995,463564958,12,9,3,2022,11,24,19,117,5,3,136,77,79,73,15,0,10,27,B,Minor
ANTIFRAGILE,LE SSERAFIM,761,301051721,23,11,1,2022,10,17,12,95,0,3,105,88,82,80,8,0,8,11,A#,Minor
Abcdario,"Junior H, Eden Muï¿½ï",262,89933133,8,4,2,2023,5,13,5,60,1,109,129,70,42,43,78,0,3,11,G#,Major
About Damn Time,Lizzo,11353,1447788946,242,297,1,2022,6,14,1,24,10,12,109,84,72,74,10,0,7,34,A#,Minor
Acapulco,Jason Derulo,3098,363467642,111,182,1,2021,9,1,0,5,1,0,122,77,51,79,5,0,5,16,A#,Major
Acrï¿½ï¿½s,Shakira,955,123124076,37,79,1,2023,5,11,29,50,11,31,144,75,35,48,84,0,12,10,B,Major
Adore You,Harry Styles,13454,1439191367,246,519,1,2019,12,6,1,71,2,5,99,68,57,77,2,0,5,10,G#,Major
Afraid To Feel,LF System,5898,244790012,129,128,1,2022,5,2,5,55,0,101,128,58,68,91,2,0,11,27,C#,Major
After Dark,Mr.Kitty,1776,646886885,1,3,1,2014,8,8,14,9,0,0,140,58,4,60,7,41,3,8,G#,Major
After Hours,The Weeknd,8084,698086140,45,218,1,2020,2,19,6,115,1,221,109,66,16,57,10,1,3,12,F,Minor
After LIKE,IVE,767,265548837,20,11,1,2022,8,22,12,129,0,12,125,68,80,92,10,0,12,9,,Major
Agosto,Bad Bunny,897,246127838,6,8,1,2022,5,6,0,20,0,0,115,85,72,58,9,0,12,49,C#,Minor
Aguacero,Bad Bunny,829,283359161,4,10,1,2022,5,6,0,15,0,0,121,86,67,65,42,0,7,35,F#,Minor
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",323,90598517,4,14,3,1930,1,1,0,0,0,0,130,65,49,80,22,4,5,7,F#,Minor
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",894,176103902,28,54,3,2022,6,3,4,0,0,0,130,95,83,57,54,0,25,10,F#,Major
Ain't Shit,Doja Cat,3436,499710590,32,46,1,2021,6,25,0,6,0,1,124,86,62,49,51,0,21,35,D#,Major
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,356,88791109,4,0,1,2023,3,3,4,20,0,0,121,64,67,80,0,0,3,36,F#,Minor
Alien Blues,Vundabar,1930,370068639,3,28,1,2015,7,24,0,0,0,1,82,47,44,76,8,91,3,9,D#,Major
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",5342,426204830,33,7,2,2019,8,4,0,123,0,4,141,37,17,67,2,0,9,34,D#,Major
All I Want for Christmas Is You,Mariah Carey,25653,1449779435,387,2094,1,1994,10,28,0,132,0,,150,34,33,63,16,0,4,7,G,Major
All My Life (feat. J. Cole),"J. Cole, Lil Durk",2175,144565150,69,69,2,2023,5,12,23,145,2,478,143,83,69,44,15,0,33,10,D#,Major
All Of The Girls You Loved Before,Taylor Swift,1282,185240616,26,19,1,2019,8,23,6,6,0,5,96,72,40,47,71,0,4,13,D,Major
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",259,37126685,5,5,3,2023,6,2,0,17,0,0,135,77,28,55,18,0,15,22,A,Minor
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,4635,583687007,50,30,1,2021,11,12,5,49,1,2,93,63,21,52,28,0,3,9,,Major
All of Me,John Legend,27221,2086124197,308,4534,1,2013,8,1,0,118,2,77,120,42,33,26,92,0,3,13,G#,Major
Alone,Burna Boy,782,96007391,27,32,1,2022,11,4,2,18,1,0,90,61,32,67,15,0,5,11,E,Minor
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",727,94186466,17,28,3,2023,6,2,16,60,1,44,90,60,13,53,4,0,4,21,A,Minor
Andrea,"Buscabulla, Bad Bunny",1195,344055883,8,13,2,2022,5,6,0,30,1,1,103,80,45,62,76,0,38,10,C#,Minor
Angel Baby,Troye Sivan,1959,408843328,52,32,1,2021,9,9,9,25,0,10,145,56,41,57,1,0,3,13,B,Major
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",577,133753727,22,15,5,2023,5,1,14,18,1,0,74,53,24,67,11,0,28,10,A#,Minor
Angels Like You,Miley Cyrus,3372,570515054,65,138,1,2020,11,27,19,48,1,102,122,67,49,64,10,0,3,10,F,Major
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",551,86773632,13,20,4,2023,6,2,4,46,1,10,146,61,20,48,21,0,6,12,B,Minor
Another Love,Tom Odell,18371,1813673666,250,3394,1,2012,10,15,83,122,19,,123,45,13,54,70,0,4,9,E,Minor
Antes de Perderte,Duki,584,157136970,12,8,1,2022,6,2,8,1,0,1,110,81,61,93,49,0,11,12,F,Minor
Anti-Hero,Taylor Swift,9082,999748277,242,165,1,2022,10,21,56,142,9,310,97,64,51,63,12,0,5,19,E,Major
Antidepresan,"Mabel Matiz, Mert Demir",313,136689549,10,7,2,2022,11,4,2,6,1,9,100,70,92,59,3,0,3,10,B,Minor
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",86,139836056,11,0,2,2022,11,5,0,101,0,48,94,59,44,56,80,0,3,6,A,Major
Apocalypse,Cigarettes After Sex,13091,841749534,61,790,1,2017,3,21,17,96,2,116,94,37,17,47,2,46,3,11,F,Major
Arcade,Duncan Laurence,6646,991336132,107,584,1,2019,3,7,0,47,1,,72,45,27,33,82,0,4,14,A,Minor
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",654,100409613,11,18,2,2023,3,22,3,3,1,1,124,72,79,78,55,0,30,15,B,Minor
Area Codes,"Kaliii, Kaliii",1197,113509496,44,25,2,2023,3,17,13,34,1,171,155,82,51,39,2,0,49,9,C#,Major
As It Was,Harry Styles,23575,2513188493,403,863,1,2022,3,31,130,198,46,,174,52,66,73,34,0,6,31,F#,Minor
Astronaut In The Ocean,Masked Wolf,7191,1138474110,146,478,1,2019,1,1,0,18,0,7,150,78,47,70,18,0,9,15,E,Minor
Atlantis,Seafret,3045,571386359,43,134,1,2015,4,22,6,53,1,32,166,40,23,48,5,0,3,12,G#,Minor
Attention,NewJeans,799,264717480,14,9,1,2022,8,1,12,141,0,1,105,81,70,65,24,0,4,8,A#,Minor
Auntie Diaries,Kendrick Lamar,1545,37778188,1,4,1,2022,5,13,0,0,0,0,78,43,60,38,76,1,38,48,G,Major
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",5153,244585109,102,113,2,2022,6,15,6,53,12,0,137,74,71,89,24,61,5,15,,Major
BABY HELLO,"Rauw Alejandro, Bizarrap",1004,54266102,42,58,2,2023,6,23,35,80,3,169,130,77,84,89,17,0,5,43,C#,Minor
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",836,159240673,14,13,4,2022,8,18,0,1,0,0,102,84,43,75,5,0,8,6,A,Major
BESO,"Rauw Alejandro, ROSALï¿½",4053,357925728,82,182,2,2023,3,24,50,121,12,171,95,77,53,64,74,0,14,17,F,Minor
BILLIE EILISH.,Armani White,2537,277132266,49,67,1,2022,1,20,0,1,11,1,100,90,75,50,11,0,26,9,C#,Major
BREAK MY SOUL,Beyoncï¿,9724,354614964,222,259,1,2022,6,21,0,61,14,2,115,70,87,88,4,0,8,26,C#,Minor
Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",4277,177740666,145,213,3,2023,4,6,66,111,11,810,128,60,23,91,0,0,3,12,G,Major
Back To December (Taylor's Version),Taylor Swift,139,39228929,16,5,1,2023,7,7,17,72,0,8,142,50,20,64,1,0,3,12,D,Major
BackOutsideBoyz,Drake,1045,93367537,8,2,1,2022,11,4,0,5,0,0,142,85,40,43,4,0,32,39,F,Minor
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",1456,219196651,53,33,3,2022,8,5,0,2,0,0,120,77,94,87,2,0,12,23,,Major
Bad Habit,Steve Lacy,8186,822633917,155,131,1,2022,6,29,12,72,16,29,169,69,69,51,63,0,4,38,C#,Major
Bad Habits,Ed Sheeran,12755,1555511105,344,945,1,2020,9,3,8,97,15,,126,81,59,90,5,0,3,36,B,Minor
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",685,129314708,17,24,3,2022,6,10,2,0,0,30,130,71,78,40,46,0,45,7,D#,Minor
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",6111,756907987,185,492,2,2022,3,4,4,40,9,35,95,76,96,70,18,0,4,33,G#,Major
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",869,146223492,14,12,3,2022,9,22,7,12,2,28,138,80,82,81,14,0,36,13,A#,Major
Bar,"Tini, L-Gante",755,200972675,22,0,2,2021,11,11,4,3,0,0,94,52,68,69,13,0,8,33,C#,Major
Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Aqua, Ice Spice",1117,65156199,82,65,3,2023,6,23,80,145,16,1133,144,77,75,58,52,0,25,23,,Major
Beautiful Girl,Luciano,710,160035717,16,18,1,2022,4,22,4,11,0,0,140,84,61,42,31,0,9,9,B,Minor
Bebe Dame,"Fuerza Regida, Grupo Frontera",849,367316268,27,21,2,2022,12,16,22,129,7,111,157,54,75,60,30,0,5,7,G,Major
Before You Go,Lewis Capaldi,8327,1608045237,205,625,1,2019,11,1,24,130,0,25,112,45,19,60,63,0,6,9,D#,Major
Beggin,Mï¿½ï¿½ne,8559,1367810478,183,964,1,2017,12,8,0,64,9,75,134,71,59,80,13,0,5,36,B,Minor
Bejeweled,Taylor Swift,2699,328207708,39,22,1,2022,10,21,0,35,2,0,164,70,39,56,6,0,7,9,G,Major
Believer,Imagine Dragons,18986,2594040133,250,2969,1,2017,1,31,23,121,10,31,125,77,74,78,4,0,11,23,A#,Minor
Belly Dancer,"BYOR, Imanbek",5115,383835984,109,301,2,2022,2,18,13,38,1,33,122,85,42,80,6,0,14,17,C#,Major
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",130,140187018,21,2,6,2022,12,12,4,79,0,0,116,77,65,80,6,0,4,15,G#,Minor
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2460,309483971,53,56,2,2022,9,29,13,7,3,1,94,74,64,73,6,0,6,10,F,Minor
Best Friends,The Weeknd,1292,101114984,3,14,1,2022,1,7,0,18,0,0,87,49,49,59,44,0,21,35,E,Minor
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",4091,421040617,105,73,3,2021,9,24,0,2,13,1,110,72,67,68,0,0,4,14,,Minor
Better Than Revenge (Taylor's Version),Taylor Swift,86,30343206,3,3,1,2023,7,7,11,33,0,1,146,50,67,89,0,0,8,19,B,Minor
Betty (Get Money),Yung Gravy,2402,221752937,45,26,1,2022,6,10,0,2,0,1,102,73,62,75,0,0,8,34,C#,Major
Bigger Than The Whole Sky,Taylor Swift,1180,121871870,4,8,1,2022,10,21,0,0,0,0,166,42,7,24,83,1,6,12,F#,Major
Bite Me,ENHYPEN,349,76767396,8,5,1,2023,5,22,69,96,0,56,105,80,69,78,28,0,14,11,C#,Major
Blank Space,Taylor Swift,11434,1355959075,154,410,1,2014,1,1,53,123,2,81,96,75,57,68,9,0,6,13,F,Major
Blessed-Cursed,ENHYPEN,246,77337771,2,10,1,2022,1,10,0,12,0,0,127,60,40,89,9,0,6,60,E,Minor
Blind,SZA,1484,163284000,22,12,1,2022,12,9,0,51,0,0,114,46,60,28,91,0,4,21,A,Minor
Blinding Lights,The Weeknd,43899,3703895074,672,3421,1,2019,11,29,69,199,20,,171,50,38,80,0,0,7,9,C#,Major
Bloody Mary,Lady Gaga,3909,372476382,66,277,1,2011,1,1,0,26,3,734,100,59,49,65,2,0,3,13,A,Minor
Bohemian Rhapsody - Remastered 2011,Queen,40112,2197010679,321,5691,1,1975,10,31,3,162,8,17,71,41,23,40,27,0,5,30,,Minor
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",1254,263453310,26,73,2,2022,11,3,6,69,2,6,158,65,72,95,31,0,5,92,C#,Major
Bones,Imagine Dragons,4198,838079900,98,327,1,2021,3,11,44,108,17,153,114,77,65,72,2,0,5,7,F,Minor
Bored,Billie Eilish,4204,777765388,39,250,1,2017,3,30,0,45,0,0,120,60,11,33,90,0,5,8,G,Major
Born Singer,BTS,279,79095270,0,6,1,2022,6,10,0,18,0,0,158,60,68,84,4,0,11,24,G#,Minor
Born With A Beer In My Hand,Morgan Wallen,203,34450974,5,0,1,2023,3,3,0,9,0,0,148,53,61,81,5,0,4,36,,Major
Bound 2,Kanye West,19806,703301727,33,274,1,2013,1,1,7,11,0,0,149,37,28,66,14,0,5,9,C#,Major
Boy With Luv (feat. Halsey),"Halsey, BTS",4260,1065580332,113,259,2,2019,4,12,0,92,0,1,120,65,80,86,9,0,10,19,B,Minor
Boy's a liar,PinkPantheress,1225,156338624,27,28,1,2022,11,30,0,0,13,0,133,66,74,84,25,0,4,21,F,Major
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",5184,156338624,154,102,2,2023,2,3,41,84,14,37,133,70,86,81,25,0,5,25,F,Major
Boyfriend,Dove Cameron,3766,496311364,76,102,1,2022,2,11,0,0,0,2,180,35,23,61,23,0,6,19,G,Minor
Boyfriends,Harry Styles,1517,137070925,26,30,1,2022,5,20,0,2,0,0,118,42,32,20,94,0,4,11,,Major
Brividi,"Mahmood, Blanco",1175,135079152,34,31,2,2022,2,2,0,1,0,0,123,52,44,60,40,0,3,26,G,Major
Broke Boys,"Drake, 21 Savage",1060,106249219,3,5,2,2022,11,4,0,8,0,0,120,64,11,53,1,0,27,25,D,Major
Bussin,"Nicki Minaj, Lil Baby",847,64714573,25,14,2,2022,2,11,0,0,0,0,140,89,75,70,6,0,5,13,B,Major
Butter,BTS,4779,1143647827,180,223,1,2021,5,21,6,135,0,5,110,79,70,36,0,0,11,6,G#,Major
Bye,Peso Pluma,324,95053634,13,8,1,2023,5,26,14,110,2,60,122,78,70,81,57,0,5,10,,Major
Bye Bye,"Marshmello, Juice WRLD",766,84697729,16,9,2,2022,10,14,0,0,0,0,83,65,24,53,6,0,4,51,D#,Minor
CAIRO,"Karol G, Ovy On The Drums",2418,294352144,52,55,2,2022,11,13,26,66,1,16,115,95,43,69,47,0,31,9,F,Minor
CHORRITO PA LAS ANIMAS,Feid,2321,345031710,29,34,1,2022,12,2,36,65,5,3,96,74,61,83,11,0,6,35,G#,Minor
CORAZï¿½ï¿½N VA,Maria Becerra,370,43857627,12,18,1,2023,6,22,20,16,4,93,98,68,40,79,33,0,6,30,C#,Major
CUFF IT,Beyoncï¿,7842,595900742,215,330,1,2022,7,29,10,88,26,23,115,78,64,69,4,0,14,7,G,Major
Caile,Luar La L,1494,273914335,17,15,1,2020,12,18,2,12,0,0,122,70,46,76,30,0,45,9,,Major
California Breeze,Lil Baby,991,85559365,36,13,1,2022,10,14,0,38,0,3,162,74,22,67,0,0,46,11,F,Minor
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",18773,579395142,128,1663,3,1995,12,28,0,17,0,0,92,77,76,84,3,0,4,38,G,Major
Call Out My Name,The Weeknd,11087,1449799467,151,801,1,2018,3,29,6,107,1,105,134,45,17,60,21,0,4,33,C#,Major
Callaita,"Bad Bunny, Tainy",9539,1304313953,162,355,2,2019,5,31,15,116,7,0,176,61,24,62,60,0,31,24,D,Major
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",1051,109276132,31,31,4,2023,6,2,16,37,0,189,140,63,22,54,46,0,8,12,,Major
Calm Down,Rï¿½ï,4013,445763624,107,750,1,2022,2,9,10,44,22,,107,81,82,78,38,0,4,12,B,Major
Calm Down (with Selena Gomez),"Rï¿½ï¿½ma, Selena G",7112,899183384,202,318,2,2022,3,25,77,119,38,96,107,80,82,80,43,0,4,14,B,Major
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",6074,1953533826,201,6551,3,2011,8,16,52,44,2,0,146,63,88,93,3,0,8,10,D,Major
Car's Outside,James Arthur,794,265882712,38,61,1,2019,10,18,10,25,0,263,150,34,24,56,4,0,3,11,A,Major
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",269,71573339,7,30,2,2023,5,11,4,2,1,11,108,84,55,47,26,0,64,20,A,Minor
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",648,187701588,0,30,3,2022,7,1,4,0,0,0,161,59,62,60,12,0,44,5,A#,Minor
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",2313,136676504,34,29,4,2022,6,10,0,0,0,0,120,88,15,56,1,0,6,8,G,Major
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",1034,245400167,19,12,7,2022,1,14,1,5,0,0,174,67,74,75,44,0,30,7,F,Minor
Celestial,Ed Sheeran,1639,176474912,86,80,1,2022,9,29,0,14,0,37,123,57,50,85,5,0,4,16,D,Major
Ch y la Pizza,"Fuerza Regida, Natanael Cano",536,288101651,10,8,2,2022,12,1,10,72,3,14,149,66,85,60,40,0,13,14,G#,Major
Chale,Eden Muï¿½ï,695,299648208,16,13,1,2022,2,18,11,41,1,1,189,55,86,44,40,0,4,7,G#,Major
Chance,Paulo Londra,225,89566512,11,7,1,2022,4,6,0,0,0,0,138,72,22,46,24,0,6,9,C#,Minor
Chanel,"Becky G, Peso Pluma",681,161460990,15,21,2,2023,3,30,10,92,2,26,132,85,53,68,40,0,4,9,D,Major
Chemical,Post Malone,2528,172825906,56,59,1,2023,4,14,39,91,3,486,170,50,37,90,0,0,5,12,D,Major
Cheques,Shubh,67,47956378,7,0,1,2023,5,19,8,10,0,57,90,74,36,63,26,0,5,27,E,Minor
Christmas (Baby Please Come Home),Darlene Love,9122,242767149,121,212,1,1963,11,22,0,58,0,0,126,34,35,76,39,0,5,8,D#,Major
Christmas Tree,V,509,317622165,8,6,1,2021,12,24,9,106,0,8,139,44,18,38,70,0,4,12,F,Major
Cigarettes,Juice WRLD,975,185408548,11,10,1,2021,12,10,0,0,0,0,160,60,47,62,3,0,4,38,D,Major
Cinema,Harry Styles,2171,189236868,18,28,1,2022,5,20,0,1,0,0,106,83,90,64,35,5,4,9,A,Minor
Circles,Post Malone,19664,2132335812,391,633,1,2019,8,30,16,73,3,37,120,70,59,75,24,0,4,9,,Major
Circo Loco,"Drake, 21 Savage",1794,141720999,26,17,2,2022,11,4,0,9,0,3,104,73,25,61,1,0,7,32,C#,Major
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",2096,107255472,34,30,3,2022,2,11,0,3,0,0,147,47,50,80,10,0,38,32,G#,Minor
Classy 101,"Feid, Young Miko",2610,335222234,43,54,2,2023,3,31,40,100,14,187,100,86,67,66,14,0,16,12,B,Major
Closer,"The Chainsmokers, Halsey",28032,2591224264,315,2179,2,2016,5,31,0,159,0,44,95,75,64,52,41,0,3,11,G#,Major
Coco Chanel,"Bad Bunny, Eladio Carrion",1962,250305248,28,29,2,2023,3,17,38,89,5,82,150,68,14,76,4,0,4,10,D,Major
Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",21097,1605224506,384,1034,3,2017,11,10,52,135,37,312,116,80,92,80,4,0,3,10,C#,Major
Columbia,Quevedo,714,58149378,25,30,1,2023,7,7,43,89,13,194,100,67,26,71,37,0,4,11,F,Major
"Come Back Home - From ""Purple Hearts""",Sofia Carson,367,97610446,28,195,1,2022,7,12,0,67,0,0,145,56,43,53,24,0,4,12,G,Major
Con La Brisa,"Ludwig Goransson, Foudeqush",486,71095708,8,7,2,2022,11,4,0,1,0,0,114,62,25,44,51,33,3,14,D,Minor
Conceited,SZA,899,56870689,2,2,1,2022,12,9,0,14,0,0,150,79,77,46,5,0,7,11,C#,Major
Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",385,77233241,17,41,2,2023,4,30,4,7,1,29,117,77,69,58,39,0,5,26,F#,Minor
Contection,"GODZZ__-, Zakaria",6955,1180896317,65,398,2,2020,1,16,0,45,0,1,166,81,83,75,14,0,34,29,A#,Minor
Cool for the Summer,Demi Lovato,9243,677389855,155,577,1,2015,1,1,0,5,0,6,114,59,30,62,1,0,4,8,F,Minor
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2942,271666301,42,43,2,2022,5,12,0,28,0,0,125,50,39,78,4,0,33,11,,Major
Count Me Out,Kendrick Lamar,2729,126191104,3,13,1,2022,5,13,0,7,0,1,134,78,51,43,69,0,9,14,G,Major
Counting Stars,OneRepublic,29215,2011464183,179,3394,1,2013,1,1,43,97,11,153,122,66,48,71,6,0,4,12,C#,Minor
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",5290,286739476,139,142,3,2022,3,18,0,73,0,5,123,60,46,71,3,0,4,16,E,Minor
Creep,Radiohead,36724,1271293243,146,6807,1,1992,9,21,7,72,5,80,92,53,12,34,1,0,4,12,G,Major
Creepin',"The Weeknd, 21 Savage, Metro Boomin",6036,843957510,113,245,3,2022,12,2,88,149,23,27,98,71,17,61,36,0,5,8,C#,Minor
Crown,Kendrick Lamar,1493,42485571,2,10,1,2022,5,13,0,0,0,0,170,37,14,24,80,0,4,11,C#,Minor
Cruel Summer,Taylor Swift,7858,800840817,116,125,1,2019,8,23,100,207,12,548,170,55,58,72,11,0,15,11,A,Major
Cupid,Fifty Fifty,526,139681964,15,30,1,2023,2,24,10,93,0,320,120,77,94,66,65,0,3,38,D,Major
Cupid - Twin Ver.,Fifty Fifty,2942,496795686,91,78,1,2023,2,24,77,212,6,0,120,78,76,59,43,0,3,34,B,Minor
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,472,103762518,0,6,1,1997,1,1,2,0,0,0,144,74,75,73,42,0,4,9,F,Major
Cupido,Tini,1240,217672943,51,63,1,2023,2,14,24,29,4,54,120,91,63,58,52,0,22,31,A,Major
Curtains,Ed Sheeran,715,39893489,37,27,1,2023,5,5,0,3,0,50,176,50,44,76,10,0,5,32,F#,Minor
Cï¿½ï¿½,Rauw Alejandro,2636,465959382,36,39,1,2021,6,25,3,82,0,5,102,77,26,63,58,0,5,11,A,Minor
DANCE CRIP,Trueno,731,198883004,14,24,1,2021,11,17,0,14,0,4,106,86,86,79,11,0,9,8,,Major
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",911,208166039,45,99,2,2022,2,1,2,0,1,1,135,78,55,57,4,0,8,10,A,Minor
DARARI,Treasure,328,182978249,10,7,1,2022,2,15,0,21,0,9,85,72,55,64,49,0,4,7,,Major
DESPECHï¿,ROSALï¿½,7613,782369383,180,422,1,2022,7,28,33,90,15,55,130,92,78,62,18,0,10,6,G,Major
DOGTOOTH,"Tyler, The Creator",1479,80758350,23,18,2,2023,3,27,0,0,0,33,78,71,80,65,51,0,32,22,G#,Major
Daddy Issues,The Neighbourhood,9771,1127468248,42,384,1,2015,10,30,4,70,0,3,85,59,33,52,7,15,3,12,A#,Major
Dakiti,"Bad Bunny, Jhay Cortez",11215,1763363713,189,525,2,2020,10,30,21,166,9,25,110,73,14,57,40,0,5,11,E,Minor
Dance Monkey,Tones and I,24529,2864791672,533,3595,1,2019,5,10,0,167,6,,98,82,54,59,69,0,10,18,F#,Minor
Dance The Night (From Barbie The Album),Dua Lipa,2988,127408954,0,143,1,2023,5,25,101,0,38,0,110,67,78,85,2,0,5,33,B,Minor
Dandelions,Ruth B.,3423,1116995633,41,59,1,2017,4,28,21,100,1,32,117,61,45,69,2,0,3,9,C#,Major
Danger (Spider) (Offset & JID),"Offset, JID",214,24975653,3,6,2,2023,6,2,0,3,0,0,143,83,25,69,4,0,12,23,B,Major
Danza Kuduro,"Don Omar, Lucenzo",17138,1279434863,119,974,2,2010,1,1,37,81,1,503,130,47,86,92,8,0,24,5,,Major
Dark Red,Steve Lacy,10431,920045682,71,181,1,2017,2,20,7,53,0,10,172,60,77,78,45,0,6,12,F#,Major
